Case Number,Status,Source,Incident Date,Incident Time,Incident Location,Incident City,Incident State,Incident Zip,Incident County,Lure Animal,Lure Candy,Lure Money,Lure Ride,Lure Other,Lure Other Detail,How Got Away,How Got Away Detail,Child ID 1,Child ID 2,Child ID 3,Child ID 4,Child ID 5,Child ID 6,Child Race 1,Child Race 2,Child Race 3,Child Race 4,Child Race 5,Child Race 6,Child Gender 1,Child Gender 2,Child Gender 3,Child Gender 4,Child Gender 5,Child Gender 6,Child Approximate Age 1,Child Approximate Age 2,Child Approximate Age 3,Child Approximate Age 4,Child Approximate Age 5,Child Approximate Age 6,Offender Gender 1,Offender Gender 2,Offender Gender 3,Offender Perceived Age 1,Offender Perceived Age 2,Offender Perceived Age 3,Offender Race 1,Offender Race 2,Offender Race 3,Vehicle Type,Vehicle Color
1271425,Closed,Internet,06/09/16,12:05 AM,200 S Ocean Shore Blvd,Flagler Beach,FL,32136,Flagler,0,0,0,-1,-1,Questions,Other,Children walked away,567096,567098,,,,,Unknown,Unknown,,,,,Female,Female,,,,,15,15,,,,,Male,,,,,,White,,,,
1271427,Closed,Internet,06/28/16,2:15 PM,500 Robb St,Perryville,MO,63775,Perry,0,0,0,0,-1,Parent sent,Ignored/Refused,Rode away on her bicycle,567101,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,35-45,,,White,,,"Sedan, 4 door",
1271695,Closed,Internet,06/24/16,7:30 PM,10401 SE 92nd Ave,Happy Valley,OR,97086,Clackamas,0,0,0,0,-1,None,Adult/Child Intervened,,567460,,,,,,Unknown,,,,,,Female,,,,,,5,,,,,,Female,,,,,,White,,,,
1271735,Closed,Internet,06/23/16,12:00 AM,4545 Worlds of Fun Ave,Kansas City,MO,64161,Clay,0,0,0,0,-1,None,Unknown,,567502,,,,,,Unknown,,,,,,Female,,,,,,13,,,,,,Male,,,,,,White,,,,
1271737,Closed,Internet,06/23/16,12:00 AM,4545 Worlds of Fun Ave,Kansas City,MO,64161,Clay,0,0,0,0,-1,None,Ran Away,Adult intervened.,567507,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,,,,,,White,,,,
1271802,Closed,Internet,06/02/16,3:35 PM,1060 W Addison St,Chicago,IL,60613,Cook,0,0,0,0,-1,None,Adult/Child Intervened,,567587,,,,,,Unknown,,,,,,Male,,,,,,12,,,,,,Male,,,,,,White,,,,
1271804,Closed,Internet,06/17/16,12:00 AM,Unknown,Glendale,WI,,Milwaukee,0,0,0,0,-1,Autographed ball; Question,Ran Away,,567589,,,,,,Unknown,,,,,,Male,,,,,,8,,,,,,Male,,,20-29,,,White,,,Pickup Truck,
1271809,Closed,Internet,06/23/16,12:00 PM,Edinboro Ln & Solvay Dr,Reading,PA,19605,Berks,-1,0,0,0,-1,Question; Help,Ignored/Refused,,567599,,,,,,Unknown,,,,,,Female,,,,,,10,,,,,,Male,,,Unknown,,,White,,,,White
1271817,Closed,Internet,06/22/16,12:00 AM,Unknown,Brighton,NY,,Monroe,0,0,0,-1,0,,Ignored/Refused,,567610,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,Unknown,,,Unknown,,,,
1271829,Closed,Internet,06/23/16,11:30 AM,506 E 28th St,Bryan,TX,77803,Brazos,0,0,0,0,-1,None,Fought/Broke Free,,567624,567629,567631,,,,Unknown,Unknown,Unknown,,,,Female,Unknown,Unknown,,,,10,Unknown,Unknown,,,,Male,,,Unknown,,,White,,,Pickup Truck,White
1271833,Closed,Internet,06/22/16,6:00 PM,5700 102nd St,Oak Lawn,IL,60453,Cook,0,0,0,0,-1,Help,Fought/Broke Free,,567630,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,30,,,Hispanic,,,,
1271838,Closed,Internet,06/15/16,4:00 PM,6001 S Kings Hwy,Myrtle Beach,SC,29575,Horry,0,0,0,0,-1,None,Adult/Child Intervened,,567640,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,,,,White,,,,
1271902,Closed,Internet,06/15/16,1:00 PM,110 SW 4th St,Lawton,OK,73501,Comanche,0,0,0,0,-1,None,Unknown,,567715,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,,,,Black,,,,
1271905,Closed,Internet,07/02/16,8:30 PM,Joachim Ln,Brushy Creek,TX,78717,Williamson,-1,0,0,0,0,,Ran Away,,567719,567722,,,,,White,White,,,,,Female,Female,,,,,10,10,,,,,Male,,,Unknown,,,Unknown,,,,Silver
1271913,Closed,Internet,07/03/16,12:00 AM,915 NW 45th St,Seattle,WA,98197,King,0,0,0,0,-1,Beer; Questions,Ignored/Refused,,567730,,,,,,Unknown,,,,,,Female,,,,,,9,,,,,,Male,,,Unknown,,,Unknown,,,,
1271925,Closed,Internet,06/14/16,12:00 AM,1050 Ocean Boulevard,Rye,NH,03870,Rockingham,0,0,0,0,-1,None,Ran Away,,567742,567745,567746,,,,Unknown,Unknown,Unknown,,,,Female,Female,Female,,,,Unknown,Unknown,Unknown,,,,Male,,,40-59,,,White,,,,
1271928,Closed,Internet,06/15/16,11:39 AM,Unknown,St. Petersburg,FL,33712,Pinellas,0,0,0,0,-1,None,Unknown,,567747,,,,,,Unknown,,,,,,Male,,,,,,12,,,,,,Male,,,,,,Black,,,,
1272131,Closed,Internet,07/01/16,12:00 AM,700 4th St NW,Clarion,IA,50525,Wright,0,-1,0,0,-1,Waved over; Conversation,Other,The suspect ran away.,568037,568070,568071,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Male,,,,,,Hispanic,,,,
1272149,Closed,Internet,06/29/16,12:00 AM,Unknown,Republic,MO,,Greene,0,0,0,0,-1,None,Other,The subject drove away.,568065,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,50,,,White,,,Pickup Truck,Dark
1272152,Closed,Internet,06/11/16,1:00 PM,31 E Henry St,Linden,NJ,07036,Union,0,0,0,0,-1,None,Other,The suspect left the area,568068,568073,,,,,Unknown,Unknown,,,,,Female,Female,,,,,Unknown,Unknown,,,,,Male,,,,,,Hispanic,,,,
1272213,Closed,Internet,05/29/16,8:00 PM,Edgely Rd,Levittown,PA,19057,Bucks,-1,0,0,0,0,,Other,The suspect left the area,568157,569342,,,,,White,White,,,,,Male,Male,,,,,4,1,,,,,Male,,,40-45,,,White,,,Pickup Truck,Red
1272221,Closed,Internet,07/07/16,12:30 PM,Sommer Ave,Maplewood,NJ,07040,Essex,0,0,0,0,-1,Questions,Other,The child left the area,568170,,,,,,Unknown,,,,,,Male,,,,,,12,,,,,,Male,,,Unknown,,,White,,,Van,Red
1272225,Closed,Internet,06/22/16,5:30 PM,Legion Dr,Destin,FL,32541,Okaloosa,0,0,-1,0,-1,Unknown item,Fought/Broke Free,,568174,,,,,,Unknown,,,,,,Female,,,,,,8,,,,,,Male,,,30-35,,,Hispanic,,,,
1272231,Closed,Internet,07/10/16,4:00 AM,1300 Hawk Ln,El Cajon,CA,92020,San Diego,0,0,0,0,-1,None,Fought/Broke Free,,568183,568189,,,,,White,White,,,,,Female,Male,,,,,8,6,,,,,Male,,,Unknown,,,White,,,,
1272235,Closed,Internet,06/28/16,12:00 AM,Unknown,Petoskey,MI,49770,Emmet,0,0,0,0,-1,None,Unknown,,568187,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,50-60,,,White,,,Sport Utility,Red
1272237,Closed,Internet,06/30/16,12:00 AM,Park Ave,Petoskey,MI,49770,Emmet,0,0,0,-1,0,,Unknown,,568202,568214,,,,,Unknown,Unknown,,,,,Male,Male,,,,,Unknown,Unknown,,,,,Male,,,50-60,,,White,,,Van,Gray
1272247,Closed,Internet,07/01/16,12:00 AM,Unknown,Petoskey,MI,49770,Emmet,-1,0,0,0,-1,Question,Unknown,,568204,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,50-60,,,White,,,Van,White
1272262,Closed,Internet,06/24/16,8:20 PM,Peacock Road,Baker,FL,32531,Okaloosa,-1,0,0,0,-1,Question,Unknown,,568252,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,,,,White,,,Sport Utility,
1272323,Closed,Internet,07/12/16,6:10 PM,Mill Rd & Mary Vey Dr,Rockingham,NH,03833,Brentwood,0,0,0,0,-1,None,Unknown,,568342,,,,,,Unknown,,,,,,Male,,,,,,10,,,,,,Male,,,Unknown,,,White,,,Pickup Truck,Red
1272328,Closed,Internet,06/30/16,4:25 PM,3921 E Wilder Rd,Bay City,MI,48706,Bay,0,0,0,0,-1,None,Other,Children/suspect left the area,568347,568348,,,,,Unknown,Unknown,,,,,Female,Female,,,,,7,7,,,,,Male,,,,,,White,,,,
1272336,Closed,Internet,06/30/16,12:00 AM,3536 Clay Pl NE,Washington,DC,20019,District of Columbia,0,-1,0,0,-1,Ice Cream; Popcorn,Unknown,One child left the area,568358,568361,568362,,,,Unknown,Unknown,Unknown,,,,Male,Male,Male,,,,12,13,15,,,,Female,,,,,,Black,,,,
1272351,Closed,Internet,07/03/16,12:00 AM,1050 Century Dr,Kissimmee,FL,32830,Orange,0,0,0,0,-1,None,Ignored/Refused,,568386,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,,,,White,,,,
1272357,Closed,Internet,07/03/16,12:00 AM,1145 Buena Vista Dr,Orlando,FL,32830,Orange,0,0,0,0,-1,,Other,Suspect left the area,568392,568395,568396,568397,568398,568399,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,12,16,Unknown,Unknown,Unknown,Unknown,Male,,,,,,Unknown,,,,
1272405,Closed,Internet,07/02/16,6:55 PM,6200 N Normandy Ave,Chicago,IL,60631,Cook,0,-1,0,-1,0,,Ran Away,,568466,,,,,,Unknown,,,,,,Male,,,,,,8,,,,,,Male,,,Unknown,,,Unknown,,,,
1272409,Closed,Internet,07/12/16,10:00 AM,300 N Pomona Ave,Fullerton,CA,92832,Orange,0,0,0,0,-1,None,Ran Away,Adult intervened,568469,568480,,,,,Unknown,Unknown,,,,,Male,Male,,,,,Unknown,Unknown,,,,,Male,,,,,,White,,,,
1272413,Closed,Internet,07/11/16,9:15 AM,13400 S Indiana Ave,Chicago,IL,60827,Cook,0,0,0,0,-1,None,Fought/Broke Free,,568474,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,Unknown,,,Black,,,,Black
1272416,Closed,Internet,07/07/16,1:30 PM,N 12th St,Lebanon,PA,17046,Lebanon,0,0,-1,0,0,,Ran Away,Fought; Screamed,568478,,,,,,Unknown,,,,,,Female,,,,,,10,,,,,,Male,,,,,,Hispanic,,,,
1272427,Closed,Internet,07/07/16,11:15 PM,1st Ave & E 108th St,New York,NY,10029,New York,0,0,0,0,-1,None,Fought/Broke Free,Suspect fled the area,568495,,,,,,Unknown,,,,,,Female,,,,,,8,,,,,,Male,,,20-29,,,Hispanic,,,,
1272495,Closed,Internet,07/14/16,3:45 PM,4401 S US-83 (Zapata Hwy),Laredo,TX,78046,Webb,0,0,0,0,-1,None,Fought/Broke Free,,568591,568595,,,,,Unknown,Unknown,,,,,Female,Female,,,,,2,7,,,,,Female,,,Unknown,,,Unknown,,,,
1272506,Closed,Internet,07/05/16,12:00 AM,Unknown,Galax,VA,24333,Galax City,0,0,0,0,-1,None,Unknown,,568603,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,,,,White,,,,
1272658,Closed,Internet,07/14/16,5:30 PM,7300 S Mule Deer Rd,Tucson,AZ,85746,Pima,0,0,0,0,-1,Questions,Ignored/Refused,,568834,,,,,,Unknown,,,,,,Male,,,,,,10,,,,,,Male,,,Unknown,,,White,,,,
1272667,Closed,Internet,07/12/16,3:30 PM,100 Sheath Dr,Columbia,SC,29212,Lexington,0,0,0,0,-1,None,Other,The children screamed,568847,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Unknown,,,Unknown,,,,
1272675,Closed,Internet,07/11/16,8:55 AM,500 N Monticello Ave,Chicago,IL,60624,Cook,0,0,0,0,-1,None,Ran Away,,568855,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,,,25-35,,,White,,,Van,Silver
1272761,Closed,Internet,07/14/16,8:25 PM,Spring St,Peekskill,NY,10566,Westchester,0,-1,0,-1,-1,Question,Ran Away,,568965,,,,,,Unknown,,,,,,Male,,,,,,13,,,,,,Male,Male,,40-50,20-29,,White,White,,Van,White
1272836,Closed,Internet,07/17/16,4:10 PM,E Chester St,Kingston,NY,12401,Ulster,0,0,0,0,-1,Unknown,Adult/Child Intervened,,569075,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,,,,White,,,,
1272843,Closed,Internet,07/01/16,12:00 AM,22306 Aldine Westfield Rd,Humble,TX,77338,Harris,0,0,0,0,-1,None,Unknown,,569086,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,,,,White,,,,
1272848,Closed,Internet,06/09/16,7:20 AM,2800 Fairhaven Ave,Alexandria,VA,22303,Fairfax,0,0,0,0,-1,None,Other,The child walked away,569089,,,,,,Unknown,,,,,,Female,,,,,,17,,,,,,Male,,,,,,Hispanic,,,"Sedan, 4 door",Gray
1272853,Closed,Internet,06/25/16,8:24 PM,3100 Lockheed Blvd,Alexandria,VA,22306,Fairfax,0,0,0,0,-1,None,Other,The suspect left the area,569096,,,,,,Unknown,,,,,,Female,,,,,,13,,,,,,Male,,,30-40,,,Hispanic,,,,
1272854,Closed,Internet,06/26/16,4:45 AM,6300 Little River Turnpike,Alexandria,VA,22312,Fairfax,0,0,0,0,-1,None,Unknown,,569097,569120,,,,,Unknown,Unknown,,,,,Female,Female,,,,,13,14,,,,,Male,,,,,,Black,,,,
1272922,Closed,Internet,07/17/16,12:00 AM,17105 San Carlos Blvd,Fort Myers Beach,FL,33931,Lee,0,0,0,0,-1,None,Ran Away,,569197,,,,,,Unknown,,,,,,Female,,,,,,7,,,,,,Male,,,50-60,,,White,,,,Dark
1272930,Closed,Internet,07/07/16,12:00 AM,1800 W Main St,Salem,VA,24153,Salem,0,0,0,0,-1,None,Other,Suspect left the area,569205,,,,,,Unknown,,,,,,Female,,,,,,8,,,,,,Male,,,,,,White,,,,
1273009,Closed,Internet,07/20/16,9:30 PM,1800 39th Ave,Albany,OR,97322,Linn,0,0,0,-1,-1,Parent sent,Ignored/Refused,Ran away,569312,,,,,,Unknown,,,,,,Male,,,,,,15,,,,,,Male,,,Unknown,,,Unknown,,,Van,White
1273014,Closed,Internet,07/13/16,12:00 AM,NE 125th St & 15th Ave NE,Seattle,WA,98125,King,0,0,0,-1,-1,Question,Ignored/Refused,Ran away; Adult intervened,569322,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,,,,,,Black,,,,Orange
1273019,Closed,Internet,07/21/16,12:10 PM,Douglas Ave & Fair Oaks Ave,Redwood City,CA,94063,San Mateo,0,0,0,0,-1,Question,Ran Away,,569329,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,,,30-40,,,White,,,,Red
1273158,Closed,Internet,06/24/16,12:00 AM,12818 Front Beach Rd,Panama City Beach,FL,32407,Bay,0,0,0,0,-1,None,Unknown,,569542,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,,,,White,,,,
1273173,Closed,Internet,06/16/16,12:00 AM,Coneross Creek Rd,Townville,SC,29689,Anderson,0,0,0,0,-1,None,Other,Suspect left the area.,569550,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,Female,,,,,White,White,,Sport Utility,
1273184,Closed,Internet,07/23/16,12:00 AM,18521 Outlet Blvd,Chesterfield,MO,63005,St. Louis,0,0,0,0,-1,Question,Ran Away,,569562,,,,,,Unknown,,,,,,Female,,,,,,13,,,,,,Male,,,Unknown,,,White,,,,
1273230,Closed,Internet,07/05/16,12:00 AM,Crawford Street,Eatontown,NJ,07724,Manmouth,0,0,0,0,-1,Unknown,Unknown,,569625,,,,,,Unknown,,,,,,Male,,,,,,15,,,,,,Male,,,,,,Black,,,,
1273255,Closed,Internet,07/15/16,12:00 AM,4981 Bridge Ln,Mason,OH,45040,Warren,0,0,0,0,-1,Unknown,Unknown,,569665,569672,569673,569674,,,Unknown,Unknown,Unknown,Unknown,,,Female,Unknown,Unknown,Unknown,,,10,Unknown,Unknown,Unknown,,,Male,,,,,,Asian,,,,
1273267,Closed,Internet,05/13/16,12:00 AM,Georgetown Rd,Littlestown,PA,17340,Adams,0,0,0,0,-1,None,Adult/Child Intervened,,569683,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,,,,,,White,,,,
1273304,Closed,Internet,07/21/16,12:00 AM,Hitt Rd,Ammon,ID,83406,Bonneville,0,0,0,0,-1,None,Other,The subjects drove away.,569737,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Unknown,,,Hispanic,,,Van,Tan
1273322,Closed,Internet,07/14/16,3:30 PM,6100 W Waveland Ave,Chicago,IL,60634,Cook,0,0,0,0,-1,None,Other,The subject fled,569758,,,,,,Unknown,,,,,,Female,,,,,,17,,,,,,Male,,,17-25,,,Unknown,,,,
1273340,Closed,Internet,07/14/16,8:00 PM,Union St & Sanford Ave,Queens,NY,11355,Queens,0,0,0,0,-1,None,Released,,569781,,,,,,Unknown,,,,,,Male,,,,,,8,,,,,,Male,,,Unknown,,,Asian,,,,
1273395,Closed,Internet,07/24/16,10:15 AM,Woodcock Ln & Quail Rd,Feasterville-Trevose,PA,19053,Bucks,0,0,0,0,-1,Unknown,Unknown,,569851,,,,,,Unknown,,,,,,Unknown,,,,,,Unkown,,,,,,Male,,,Unknown,,,White,,,"Sedan, 2 door",Blue
1273405,Closed,Internet,07/25/16,5:45 PM,3rd St & Coral St,Lancaster,PA,17603,Lancaster,0,0,0,0,-1,Unknown,Ran Away,,569861,,,,,,Unknown,,,,,,Female,,,,,,14,,,,,,Male,,,40-49,,,Black,,,,Gold
1273415,Closed,Internet,07/09/16,8:00 PM,4200 Greensburg Pike,Pittsburgh,PA,15221,Allegheny,0,0,0,0,-1,Ball,Adult/Child Intervened,,569875,,,,,,Black,,,,,,Male,,,,,,4,,,,,,Male,,,50-59,,,White,,,,
1273422,Closed,Internet,07/25/16,5:00 PM,Scott Ave,Winnetka,IL,60093,Cook,0,0,0,-1,-1,Questions,Ignored/Refused,,569882,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,25-45,,,Unknown,,,Sport Utility,Black
1273426,Closed,Internet,07/20/16,12:00 PM,Pine St & S 18th St,Ashland,PA,17921,Schuylkill,0,-1,0,0,0,Cookie,Unknown,,569888,,,,,,Unknown,,,,,,Female,,,,,,5,,,,,,Male,,,30-49,,,Unknown,,,,
1273485,Closed,Internet,07/20/16,12:00 AM,1100 Oleander Ave,Fontana,CA,92335,San Bernardino,0,0,0,0,-1,None,Other,"When the child screamed, the suspect fled.",569975,,,,,,Unknown,,,,,,Female,,,,,,16,,,,,,Male,,,,,,Hispanic,,,,
1273491,Closed,Internet,07/28/16,8:15 PM,726 S Center St,Santa Ana,CA,92704,Orange,0,0,0,0,-1,Unknown,Adult/Child Intervened,,569997,,,,,,Unknown,,,,,,Male,,,,,,4,,,,,,Male,,,,,,Hispanic,,,,
1273497,Closed,Internet,07/27/16,9:00 PM,Railroad St,St. Johnsbury,VT,05819,Caledonia,0,0,0,0,-1,Unknown,Unknown,,570006,,,,,,Unknown,,,,,,Female,,,,,,14,,,,,,Male,,,,,,Unknown,,,Van,Green
1273643,Closed,Internet,07/29/16,11:30 AM,8500 St Andrews Ln,Rowlett,TX,75089,Dallas,0,0,0,0,-1,Impersonation; Parent sent,Other,The suspect left the scene.,570199,,,,,,Unknown,,,,,,Male,,,,,,14,,,,,,Male,,,30-39,,,White,,,,
1273717,Closed,Internet,07/27/16,6:55 AM,102nd St,Queens,NY,11418,Queens,0,0,0,-1,-1,Impersonation,Released,,570286,,,,,,Unknown,,,,,,Female,,,,,,10,,,,,,Male,,,,,,Black,,,,
1273731,Closed,Internet,07/27/16,12:00 AM,3763 I-75 Business Spur,Sault Sainte Marie,MI,49783,Chippewa,0,0,0,0,-1,None,Adult/Child Intervened,,570303,,,,,,White,,,,,,Female,,,,,,6,,,,,,Female,,,,,,White,,,,
1273738,Closed,Internet,07/12/16,5:00 PM,200 9th St,Hoboken,NJ,07030,Hudson,0,0,0,0,-1,None,Unknown,,570316,,,,,,Unknown,,,,,,Female,,,,,,16,,,,,,Male,,,,,,White,,,,
1273739,Closed,Internet,07/09/16,12:00 AM,1000 Bloomfield St,Hoboken,NJ,07030,Hudson,0,0,0,0,-1,None,Unknown,,570317,570324,,,,,Unknown,Unknown,,,,,Female,Female,,,,,14,14,,,,,Male,,,,,,White,,,,
1273751,Closed,Internet,08/01/16,9:30 AM,Mott Ave,Far Rockaway,NY,11691,Queens,0,-1,0,0,0,,Adult/Child Intervened,,570330,,,,,,Unknown,,,,,,Female,,,,,,4,,,,,,Female,,,,,,Unknown,,,,
1273759,Closed,Internet,07/21/16,7:20 PM,Armetale Luster,Webster,NY,14580,Monroe,0,-1,0,0,-1,Questions,Ran Away,,570338,,,,,,Unknown,,,,,,Male,,,,,,12,,,,,,Male,,,,,,White,,,Sport Utility,White
1273761,Closed,Internet,07/21/16,7:20 PM,Armetale Luster,Webster,NY,14580,Monroe,0,-1,0,0,-1,Questions,Ran Away,,570340,,,,,,Unknown,,,,,,Unknown,,,,,,14,,,,,,Male,,,,,,White,,,Sport Utility,White
1273812,Closed,Internet,07/25/16,12:25 PM,3883 E Grand River Ave,Howell,MI,48843,Livingston,0,0,0,0,-1,None,Unknown,,570402,,,,,,Unknown,,,,,,Female,,,,,,5,,,,,,Male,,,,,,White,,,,
1273818,Closed,Internet,08/02/16,3:30 PM,Clay St,Cedar Falls,IA,50613,Black Hawk,0,0,-1,0,0,,Ignored/Refused,,570415,570418,570419,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Male,,,35-39,,,Unknown,,,"Sedan, 4 door",Silver
1273825,Closed,Internet,06/30/16,12:00 AM,3545 E Irvington Rd,Tucson,AZ,85714,Pima,0,0,0,0,-1,None,Other,The child hid in the restroom.,570426,,,,,,Unknown,,,,,,Female,,,,,,7,,,,,,Male,Male,,Unknown,,,White,White,,,
1273837,Closed,Internet,07/28/16,10:00 PM,400 Oak Alley,Rankin,PA,15104,Allegheny,0,0,0,0,-1,None,Fought/Broke Free,Ran away,570440,,,,,,Unknown,,,,,,Female,,,,,,8,,,,,,Male,,,Unknown,,,Black,,,,
1273901,Closed,Internet,08/01/16,12:00 AM,7534 US Hwy 60,Republic,MO,65738,Greene,0,0,0,0,-1,Gift; Invitation,Fought/Broke Free,,570527,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,,,,Black,,,,
1273907,Closed,Internet,08/02/16,5:10 PM,699 N Elmer St,Griffith,IN,46319,Lake,0,0,0,-1,-1,Questions; Conversation,Adult/Child Intervened,,570534,,,,,,Unknown,,,,,,Female,,,,,,7,,,,,,Male,,,45-50,,,Unknown,,,Pickup Truck,Red
1273916,Closed,Internet,07/30/16,10:32 AM,514 Scott Ave,Farmington,NM,87401,San Juan,0,0,0,0,-1,None,Adult/Child Intervened,,570549,570555,,,,,Unknown,Unknown,,,,,Male,Unknown,,,,,7,Unknown,,,,,Male,,,,,,Am. Ind.,,,,
1273940,Closed,Internet,08/01/16,12:00 AM,Jefferson St SW,Warren,OH,44485,Trumbull,0,0,0,0,-1,Unknown,Unknown,,570588,,,,,,Unknown,,,,,,Female,,,,,,16,,,,,,Male,,,,,,White,,,Pickup Truck,Gray
1274000,Closed,Internet,08/03/16,2:40 PM,400 W Klein St,Seguin,TX,78155,Guadalupe,0,0,0,-1,0,Question,Ignored/Refused,Ran away; Fought/broke free,570665,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,50-69,,,Hispanic,,,Pickup Truck,White
1274119,Closed,Internet,08/07/16,12:18 AM,SW Airport Way,Redmond,OR,97756,Deschutes,0,0,0,0,-1,Unknown,Other,The suspect ran away.,570836,,,,,,Unknown,,,,,,Male,,,,,,5,,,,,,Male,,,20,,,White,,,,
1274123,Closed,Internet,08/01/16,12:00 AM,Minnesota Ave & Blow St,St. Louis,MO,63111,St. Louis City,0,0,0,0,-1,Called over,Ran Away,Hid behind car,570844,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,,,,White,,,Van,Gold
1274131,Closed,Internet,08/03/16,12:45 PM,2831 NE-15,Fairbury,NE,68352,Jefferson,0,0,0,0,-1,None,Adult/Child Intervened,,570854,,,,,,Unknown,,,,,,Female,,,,,,4,,,,,,Male,,,,,,White,,,Pickup Truck,White
1274141,Closed,Internet,06/23/16,10:02 PM,232 N Oakley Ave,Columbus,OH,43204,Franklin,0,0,0,0,-1,Help,Unknown,,570870,570871,,,,,Unknown,Unknown,,,,,Male,Female,,,,,7,9,,,,,Male,,,,,,White,,,,
1274148,Closed,Internet,07/19/16,8:40 AM,Walnut Ave & Elm St,Elgin,IL,60123,Kane,0,0,0,-1,-1,Conversation,Ignored/Refused,,570886,,,,,,Unknown,,,,,,Female,,,,,,16,,,,,,Male,,,Unknown,,,Unknown,,,,
1274197,Closed,Internet,08/04/16,8:30 PM,203 S Walnut St,Shell Rock,IA,50670,Butler,0,0,0,0,-1,None,Fought/Broke Free,Ran away,570955,,,,,,Unknown,,,,,,Male,,,,,,8,,,,,,Male,,,Unknown,,,White,,,Van,White
1274199,Closed,Internet,08/07/16,9:00 AM,Unknown,Broken Arrow,OK,,Tulsa,0,0,0,0,-1,None,Adult/Child Intervened,,570958,,,,,,Unknown,,,,,,Male,,,,,,2,,,,,,Male,,,,,,White,,,,
1274237,Closed,Internet,08/07/16,7:20 PM,500 Cherryville Rd,Northampton,PA,18067,Northampton,0,0,0,0,-1,None,Other,The child screamed.,571015,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Unknown,,,White,,,,
1274305,Closed,Internet,08/09/16,8:30 PM,W Wharf Rd,Madison,CT,06443,New Haven,0,0,0,0,-1,Game,Unknown,,571117,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Unknown,,,White,,,,
1274314,Closed,Internet,08/10/16,7:05 AM,500 N Progress Ave,Harrisburg,PA,17109,Dauphin County,0,0,0,-1,0,,Ran Away,,571127,,,,,,Unknown,,,,,,Male,,,,,,14,,,,,,Male,,,50-60,,,White,,,Pickup Truck,Red
1274325,Closed,Internet,05/03/16,12:00 AM,E Crescentville Rd & Champion Way,West Chester Township,OH,45069,Butler,0,0,0,-1,0,,Adult/Child Intervened,,571145,,,,,,Unknown,,,,,,Female,,,,,,13,,,,,,Male,,,Unknown,,,Hispanic,,,,
1274393,Closed,Internet,08/10/16,5:11 PM,E Chevy Chase Dr & Adams St,Glendale,CA,91205,Los Angeles,0,0,0,0,-1,Comment,Adult/Child Intervened,,571243,,,,,,White,,,,,,Female,,,,,,1,,,,,,Female,,,,,,White,,,,
1274397,Closed,Internet,08/10/16,5:35 PM,1201 E Broadway,Glendale,CA,91205,Los Angeles,0,0,0,0,-1,Comment,Adult/Child Intervened,,571248,571251,,,,,Unknown,Unknown,,,,,Male,Male,,,,,3,8,,,,,Male,,,,,,Unknown,,,"Sedan, 4 door",Silver
